"Loc1.x","Loc1.y","Loc2.x","Loc2.y","Dist","TuningCor","z"
5,10,8,4,2683,0.665,-0.557057869118442
5,10,7,4,2530,0.665,-1.93025078369906
5,10,7,4,2530,0.406,0.280118694362018
5,10,2,4,2683,0.531,0.572160546541418
5,10,1,4,2884,0.392,-0.618151632540122
5,10,1,4,2884,0.366,-0.255060728744939
5,10,6,3,2828,0.214,-1.57694870086609
5,10,6,3,2828,0.106,-0.835495283018868
5,10,5,3,2800,0.131,-0.344531808434596
5,10,5,3,2800,0.109,-0.100598151169114
5,10,4,2,3225,-0.062,0.573372206025267
5,10,4,10,400,0.819,2.50701754385965
5,10,1,9,1649,0.069,0.277444253859348
5,10,1,9,1649,0.203,0.513550506433069
5,10,6,8,894,0.247,-0.0154419595314164
5,10,6,8,894,0.446,1.28599221789883
5,10,5,8,800,0.676,1.47954949614701
5,10,5,8,800,0.778,1.27883472057075
5,10,9,7,2000,0.774,1.89190785587714
5,10,9,7,2000,0.696,0.956018518518519
5,10,4,7,1265,0.478,1.45903771131339
5,10,4,7,1265,0.243,0.21976401179941
5,10,4,7,1265,0.46,1.55677480916031
5,10,3,7,1442,0.583,1.42808716707022
5,10,8,6,2000,0.597,0.550047066206464
5,10,8,6,2000,0.551,-0.373379860418744
5,10,8,6,2000,0.615,0.104013104013104
5,10,7,6,1789,0.068,0.897524467472654
5,10,2,6,2000,-0.158,1.33691448216588
5,10,1,1,3940,0.149,-1.10933806146572
5,10,1,1,3940,0.103,0.661579296615793
5,10,6,5,2040,0.006,-1.74221105527638
5,10,6,5,2040,0.16,-0.333857648446716
5,10,5,5,2000,0.644,0.496769562096195
5,10,10,4,3124,0.543,0.362383461694366
5,10,9,4,2884,0.181,-0.965502555366269
5,10,4,4,2433,0.197,1.10233592880979
5,10,4,4,2433,0.129,-1.13175501801338
5,10,3,4,2530,0.351,1.19544131910766
5,10,3,4,2530,0.548,0.862403100775194
5,10,8,3,3046,0.036,-0.830662896638391
5,10,7,3,2912,0.068,0.92102454642476
5,10,7,3,2912,0.021,0.925272444213804
5,10,7,3,2912,0.304,1.79507211538462
5,10,1,3,3225,-0.068,-0.140173410404624
5,10,1,3,3225,0.015,-0.760300429184549
5,10,6,2,3225,-0.211,-0.192872117400419
5,10,8,1,3795,-0.101,0.362773722627737
5,10,8,1,3795,-0.01,-1.40506040574424
5,10,3,1,3688,-0.115,0.719387755102041
5,10,2,1,3795,-0.237,-0.102198008641743
5,10,2,1,3795,-0.105,-0.219879518072289
5,10,6,10,400,0.163,0.676027612174459
5,10,7,8,1131,0.567,0.765734265734266
5,10,7,8,1131,0.38,-0.240560033941451
5,10,8,8,1442,-0.115,1.02668283808369
5,10,8,8,1442,-0.111,0.0656382335148215
5,10,1,8,1789,0.188,-0.0265625
5,10,5,7,1200,0.578,1.28851873884592
5,10,5,7,1200,0.601,1.31883194278903
5,10,6,7,1265,0.127,0.686952037132543
5,10,6,7,1265,0.064,1.25051124744376
5,10,6,7,1265,-0.039,-0.21805328983143
5,10,9,6,2263,0.037,0.345096430036931
5,10,9,6,2263,0.154,0.8655004301692
5,10,10,6,2561,0.413,0.0766188828472565
5,10,10,6,2561,0.542,-0.424894514767932
5,10,3,6,1789,0.625,-0.375156838143036
5,10,3,6,1789,0.669,0.132721712538226
5,10,4,6,1649,0.343,0.7425431711146
5,10,4,6,1649,0.263,-1.27428571428571
5,10,4,6,1649,0.27,1.35512732278045
5,10,7,5,2154,0.512,0.944315545243619
5,10,8,5,2332,0.539,-0.888219544846051
5,10,8,5,2332,0.433,-0.532340425531915
5,10,1,5,2561,0.548,-0.072242206235012
5,10,2,5,2332,0.613,1.22831367106176
5,10,5,4,2400,-0.113,0.372903225806452
5,10,5,4,2400,0.463,1.11041009463722
5,10,6,4,2433,0.101,0.719966159052453
5,10,6,4,2433,0.237,0.0811940298507463
5,10,9,3,3225,0.376,-0.494172494172494
5,10,9,3,3225,0.392,-1.60613496932515
5,10,3,3,2912,0.152,0.180183486238532
5,10,3,3,2912,0.319,-0.143167972149695
5,10,4,3,2828,0.101,-0.609274790330538
5,10,4,3,2828,0.079,-0.596618028092186
5,10,4,3,2828,0.208,0.395074397126732
5,10,8,2,3418,-0.217,-0.125848241826033
5,10,1,2,3578,0.06,0.866852886405959
5,10,1,2,3578,0.222,-2.12291483757682
5,10,1,2,3578,0.018,0.525452976704055
5,10,2,2,3418,0.276,0.187912469607503
5,10,2,2,3418,0.278,-0.356310187531678
5,10,4,1,3622,0.182,0.301697045883092
5,10,5,1,3600,0.037,1.21169504071058
5,10,3,10,800,0.511,1.01189909566873
5,10,2,10,1200,0.623,1.2085308056872
5,10,9,8,1789,0.398,0.0493385770468359
5,10,8,7,1697,0.406,0.621212121212121
5,10,8,7,1697,0.31,0.600374064837905
5,10,7,7,1442,0.484,1.01368523949169
5,10,7,7,1442,-0.144,0.83244798583444
5,10,2,7,1697,0.18,0.845402298850575
5,10,2,7,1697,0.144,0.140930979133226
5,10,1,7,2000,0.368,1.42962236390387
5,10,1,7,2000,0.656,0.152179950013885
5,10,6,6,1649,0.631,-0.620373514431239
5,10,5,6,1600,0.695,0.590835579514825
5,10,5,6,1600,0.597,-0.721691678035471
5,10,10,5,2828,0.3,0.379277695117003
5,10,10,5,2828,0.232,1.88648363252376
5,10,9,5,2561,0.144,-0.537753928708317
5,10,4,5,2040,0.106,-0.776246023329799
5,10,3,5,2154,-0.08,0.873589164785553
5,10,3,5,2154,-0.175,0.875550660792952
5,10,8,4,2683,0.533,-0.843706777316736
5,10,7,4,2530,0.613,-0.24375
5,10,7,4,2530,0.328,-1.89097925711529
5,10,2,4,2683,0.482,-0.931906614785992
5,10,1,4,2884,0.362,0.482996811902232
5,10,1,4,2884,0.298,0.475667189952904
5,10,6,3,2828,0.106,-1.31740064446831
5,10,6,3,2828,0.037,-0.784119106699752
5,10,5,3,2800,0.069,0.560643564356436
5,10,5,3,2800,0.185,0.185238784370478
5,10,9,2,3578,-0.07,0.668525283599308
5,10,4,2,3225,0.043,-0.0657785179017485
4,10,1,9,1265,0.031,2.3427704752275
4,10,1,9,1265,0.131,1.7721097865262
4,10,6,8,1131,0.193,0.418492784607162
4,10,6,8,1131,0.392,0.467874794069193
4,10,5,8,894,0.641,1.59975816203144
4,10,5,8,894,0.752,1.72281323877069
4,10,10,7,2683,0.41,0.0841097960211534
4,10,9,7,2332,0.748,2.16813602015113
4,10,9,7,2332,0.652,1.70584760779681
4,10,4,7,1200,0.426,2.4848954298993
4,10,4,7,1200,0.162,-1.49258649093904
4,10,4,7,1200,0.458,2.20410256410256
4,10,3,7,1265,0.466,1.14418350628072
4,10,8,6,2263,0.568,0.200833085391253
4,10,8,6,2263,0.563,0.986591026302218
4,10,8,6,2263,0.584,0.2215411558669
4,10,7,6,2000,0.088,0.366060606060606
4,10,2,6,1789,-0.156,0.646209386281588
4,10,1,1,3795,0.118,-0.364874063989108
4,10,1,1,3795,0.143,0.558245083207262
4,10,6,5,2154,0.054,0.359879032258065
4,10,6,5,2154,0.077,-0.203755868544601
4,10,5,5,2040,0.58,1.34975369458128
4,10,10,4,3394,0.507,0.742925037805142
4,10,9,4,3124,0.148,-1.48367435785808
4,10,4,4,2400,0.168,2.50870406189555
4,10,4,4,2400,0.142,-0.146882494004796
4,10,3,4,2433,0.313,0.661585365853659
4,10,3,4,2433,0.534,-0.114951768488746
4,10,8,3,3225,-0.045,0.741202117720336
4,10,7,3,3046,0.04,1.14947245017585
4,10,7,3,3046,-0.022,1.14766158696795
4,10,7,3,3046,0.308,0.500995355009954
4,10,1,3,3046,-0.13,0.678626345463865
4,10,1,3,3046,-0.061,-0.113877362840018
4,10,6,2,3298,-0.204,-0.403712296983759
4,10,8,1,3940,-0.085,-0.456521739130435
4,10,8,1,3940,-0.048,-0.606436374372601
4,10,3,1,3622,-0.092,1.70748299319728
4,10,2,1,3688,-0.131,-1.06611570247934
4,10,6,10,800,0.21,1.07121364092277
4,10,7,8,1442,0.457,1.14376706096451
4,10,7,8,1442,0.311,1.62964799206743
4,10,8,8,1789,-0.016,1.2382271468144
4,10,8,8,1789,0.001,0.914935064935065
4,10,1,8,1442,0.23,0.623403168114461
4,10,5,7,1265,0.489,1.35684147076552
4,10,5,7,1265,0.499,1.86329966329966
4,10,6,7,1442,0.129,-0.131704980842912
4,10,6,7,1442,0.059,-0.47680690399137
4,10,6,7,1442,0.016,1.19567757009346
4,10,9,6,2561,0.117,-0.438858695652174
4,10,9,6,2561,0.167,-0.1759452217922
4,10,10,6,2884,0.464,1.13241220495107
4,10,10,6,2884,0.536,0.460749506903353
4,10,3,6,1649,0.572,0.967489711934156
4,10,3,6,1649,0.56,1.06832298136646
4,10,4,6,1600,0.34,0.832397003745318
4,10,4,6,1600,0.357,-1.32605729877217
4,10,4,6,1600,0.204,-0.5
4,10,7,5,2332,0.482,1.53725165562914
4,10,8,5,2561,0.552,1.00341064120055
4,10,8,5,2561,0.43,-0.291087839281898
4,10,1,5,2332,0.496,-0.0924317617866005
4,10,2,5,2154,0.559,1.36078431372549
4,10,5,4,2433,-0.089,0.640493827160494
4,10,5,4,2433,0.422,0.850328947368421
4,10,6,4,2530,0.095,0.728282828282828
4,10,6,4,2530,0.217,1.38172804532578
4,10,9,3,3441,0.383,-0.693371757925072
4,10,9,3,3441,0.393,0.619308600337268
4,10,3,3,2828,0.105,0.445711871567385
4,10,3,3,2828,0.258,1.41214750542299
4,10,4,3,2800,0.149,0.821125265392781
4,10,4,3,2800,0.093,-0.804453620409969
4,10,4,3,2800,0.255,0.684689812179852
4,10,8,2,3578,-0.172,1.24720670391061
4,10,1,2,3418,0.123,1.03204830469113
4,10,1,2,3418,0.283,0.57661996497373
4,10,1,2,3418,0.078,0.51676619200735
4,10,2,2,3298,0.295,-1.69514106583072
4,10,2,2,3298,0.34,-0.297718419588203
4,10,4,1,3600,0.19,-0.915855354659249
4,10,5,1,3622,0.013,-0.247028862478778
4,10,3,10,400,0.415,2.64354838709677
4,10,2,10,800,0.535,1.88545190913485
4,10,9,8,2154,0.409,0.093375748502994
4,10,8,7,2000,0.361,0.971360381861575
4,10,8,7,2000,0.313,-0.201944652206432
4,10,7,7,1697,0.485,-0.15428870292887
4,10,7,7,1697,-0.076,0.847850055126792
4,10,2,7,1442,0.178,0.901730531520396
4,10,2,7,1442,0.162,0.600845410628019
4,10,1,7,1697,0.344,1.298833079655
4,10,1,7,1697,0.58,0.84873214806179
4,10,6,6,1789,0.541,0.477834179357022
4,10,5,6,1649,0.61,1.13385012919897
4,10,5,6,1649,0.533,1.45391061452514
4,10,10,5,3124,0.38,0.615312416197372
4,10,10,5,3124,0.267,1.31232254400909
4,10,9,5,2828,0.103,1.36922015182885
4,10,4,5,2000,0.107,-0.765847347994825
4,10,3,5,2040,-0.091,-0.730429292929293
4,10,3,5,2040,-0.178,-0.840836012861736
4,10,8,4,2884,0.482,-0.686367969494757
4,10,7,4,2683,0.557,-0.567153792623521
4,10,7,4,2683,0.245,0.319420289855072
4,10,2,4,2530,0.435,-0.179321486268174
4,10,1,4,2683,0.403,-1.12824427480916
4,10,1,4,2683,0.315,0.45840554592721
4,10,6,3,2912,0.016,-0.597898230088496
4,10,6,3,2912,0.001,-0.374426897605706
4,10,5,3,2828,0.135,0.234863606121091
4,10,5,3,2828,0.222,0.52373417721519
4,10,9,2,3774,-0.112,-1.5966265060241
4,10,4,2,3200,0.011,1.52631578947368
1,9,6,8,2040,-0.492,2.40143567090006
1,9,6,8,2040,-0.491,1.45559845559846
1,9,5,8,1649,-0.25,1.77171717171717
1,9,5,8,1649,-0.083,1.55896069287142
1,9,9,7,3298,-0.111,1.9844674556213
1,9,9,7,3298,-0.242,1.22082459818309
1,9,4,7,1442,-0.062,2.65012009607686
1,9,4,7,1442,-0.35,1.65324899367453
1,9,4,7,1442,-0.005,1.97189981673793
1,9,3,7,1131,-0.323,1.80647208121827
1,9,8,6,3046,0,-0.005851755526658
1,9,8,6,3046,0.11,0.772366930917327
1,9,8,6,3046,-0.203,1.38910505836576
1,9,7,6,2683,-0.361,1.70432357043236
1,9,2,6,1265,-0.378,2.58357408171688
1,9,1,1,3200,0.237,0.205816554809843
1,9,1,1,3200,0.379,0.584327086882453
1,9,6,5,2561,-0.28,0.450836120401338
1,9,6,5,2561,-0.599,0.711930164888458
1,9,5,5,2263,-0.148,2.05464480874317
1,9,10,4,4118,-0.085,0.393238076071644
1,9,9,4,3774,-0.118,1.31270536692223
1,9,4,4,2332,-0.464,1.00596125186289
1,9,4,4,2332,-0.453,2.27590940288264
1,9,3,4,2154,-0.138,-0.0103761348897536
1,9,3,4,2154,-0.058,0.477396021699819
1,9,8,3,3688,-0.258,0.560265282583622
1,9,7,3,3394,0.141,0.60192023633678
1,9,7,3,3394,0.187,1.1464829586657
1,9,7,3,3394,0.378,0.919724770642202
1,9,1,3,2400,-0.403,0.469933184855234
1,9,1,3,2400,-0.323,0.5361380798274
1,9,6,2,3441,-0.276,0.76930596285435
1,9,8,1,4252,0.292,0.646836638338055
1,9,8,1,4252,0.389,-1.96093499839898
1,9,3,1,3298,0.56,0.659675881792183
1,9,2,1,3225,0.851,3.19027484143763
1,9,6,10,2040,0.11,0.686298320178102
1,9,1,10,400,-0.034,1.09187135296512
1,9,7,8,2433,-0.296,1.27355623100304
1,9,7,8,2433,-0.411,0.178818520489622
1,9,8,8,2828,0.379,2.48212801330008
1,9,8,8,2828,0.369,0.683573050719152
1,9,1,8,400,0.505,2.81082725060827
1,9,5,7,1789,-0.206,0.526077097505669
1,9,5,7,1789,-0.303,0.912339851652057
1,9,6,7,2154,0.79,1.74383164005806
1,9,6,7,2154,0.595,1.23780015491867
1,9,6,7,2154,0.855,1.14777497900924
1,9,9,6,3418,0.345,1.35729386892178
1,9,9,6,3418,0.846,-0.0271512113617377
1,9,10,6,3795,-0.27,1.38087248322148
1,9,10,6,3795,-0.16,0.610865724381625
1,9,3,6,1442,-0.087,0.988032551460029
1,9,3,6,1442,-0.284,1.62004325883201
1,9,4,6,1697,-0.424,1.38888888888889
1,9,4,6,1697,0.166,2.17357910906298
1,9,4,6,1697,0.246,1.83803457688808
1,9,7,5,2884,0.163,1.63434343434343
1,9,8,5,3225,-0.276,0.319213313161876
1,9,8,5,3225,-0.135,0.457136495212648
1,9,1,5,1600,-0.329,0.0671140939597315
1,9,2,5,1649,0.038,1.76732673267327
1,9,5,4,2561,0.033,0.721079691516709
1,9,5,4,2561,-0.101,0.233802816901408
1,9,6,4,2828,0.287,1.56119791666667
1,9,6,4,2828,-0.091,2.32313725490196
1,9,9,3,4000,0.004,1.88787023977433
1,9,9,3,4000,-0.112,-0.354250111259457
1,9,3,3,2530,-0.417,0.337423312883436
1,9,3,3,2530,-0.255,0.213848039215686
1,9,4,3,2683,0.337,0.512562814070352
1,9,4,3,2683,0.149,0.629663330300273
1,9,4,3,2683,0.086,0.0871236386931454
1,9,8,2,3960,0.669,-1.16082659478886
1,9,1,2,2800,0.065,-0.927717391304348
1,9,1,2,2800,0.175,-0.0223841749089016
1,9,1,2,2800,0.197,0.208695652173913
1,9,2,2,2828,-0.295,0.737430167597765
1,9,2,2,2828,-0.21,1.76467236467236
1,9,4,1,3418,0.454,0.303006329113924
1,9,5,1,3578,0.435,1.64820846905537
1,9,3,10,894,-0.392,4.30406212664277
1,9,2,10,566,-0.168,1.46038781163435
1,9,9,8,3225,-0.194,0.716317509129348
1,9,8,7,2912,-0.344,0.798948751642576
1,9,8,7,2912,-0.253,0.39732770745429
1,9,7,7,2530,0.361,2.22071516646116
1,9,7,7,2530,-0.11,0.125587355830842
1,9,2,7,894,0.655,2.31434911242604
1,9,2,7,894,0.682,1.24888888888889
1,9,1,7,800,-0.381,0.909619109102647
1,9,1,7,800,-0.215,-0.128641975308642
1,9,6,6,2332,-0.316,0.406884377758164
1,9,5,6,2000,0.064,1.26210826210826
1,9,5,6,2000,-0.138,1.21076233183857
1,9,10,5,3940,0.439,0.00923942153186931
1,9,10,5,3940,0.611,0.202503681885125
1,9,9,5,3578,-0.519,-0.157601115760112
1,9,4,5,2000,0.874,1.86744966442953
1,9,3,5,1789,-0.497,0.96241610738255
1,9,3,5,1789,-0.383,2.32977303070761
1,9,8,4,3441,-0.432,0.566173171825931
1,9,7,4,3124,-0.159,-0.579775280898876
1,9,7,4,3124,-0.234,0.578676942838793
1,9,2,4,2040,-0.125,0.219451371571072
1,9,1,4,2000,-0.238,2.02322738386308
1,9,1,4,2000,-0.445,0.374860956618465
1,9,6,3,3124,-0.43,1.90512333965844
1,9,6,3,3124,-0.236,-0.521183981427742
1,9,5,3,2884,-0.022,1.6583850931677
1,9,5,3,2884,0.481,0.810151615029664
1,9,9,2,4252,-0.27,-0.260648442466624
1,9,4,2,3046,0.252,0.696120689655172
1,9,6,8,2040,-0.376,0.946230598669623
1,9,6,8,2040,-0.335,0.966928706966658
1,9,5,8,1649,-0.08,0.768872320596458
1,9,5,8,1649,0.054,0.982928430728825
1,9,9,7,3298,0.031,1.16099290780142
1,9,9,7,3298,-0.078,0.454934210526316
1,9,4,7,1442,0.057,1.16257947320618
1,9,4,7,1442,-0.233,0.257352941176471
1,9,4,7,1442,0.109,0.397260273972603
1,9,3,7,1131,-0.156,0.990124243389615
1,9,8,6,3046,0.13,-0.376341577228185
1,9,8,6,3046,0.202,-0.441591422121896
1,9,8,6,3046,-0.07,0.711526855763428
1,9,7,6,2683,-0.309,0.308938212357528
1,9,2,6,1265,-0.338,1.0344298245614
1,9,1,1,3200,0.204,-0.26900269541779
1,9,1,1,3200,0.348,-0.384387936132466
1,9,6,5,2561,-0.252,0.548580441640379
1,9,6,5,2561,-0.479,1.34397426379609
1,9,5,5,2263,-0.002,0.398334290637565
1,9,9,4,3774,-0.092,-0.699745547073791
1,9,4,4,2332,-0.346,0.596248196248196
1,9,4,4,2332,-0.34,1.0260752688172
1,9,3,4,2154,-0.071,0.507083667468591
1,9,3,4,2154,0.054,0.0586690017513135
1,9,8,3,3688,-0.2,1.01637043966324
1,9,7,3,3394,0.078,0.835571471202626
1,9,7,3,3394,0.122,0.402609223300971
1,9,7,3,3394,0.437,-0.164073550212164
1,9,1,3,2400,-0.354,0.674269819193324
1,9,1,3,2400,-0.271,0.696762257169288
1,9,6,2,3441,-0.279,-0.305994631673129
1,9,8,1,4252,0.26,0.190150868203814
1,9,8,1,4252,0.366,-0.381906614785992
1,9,3,1,3298,0.487,-0.487632508833922
1,9,2,1,3225,0.078,0.0497391726313235
1,9,2,1,3225,0.795,0.64707892039631
1,9,7,8,2433,-0.165,0.361875
1,9,7,8,2433,-0.285,-0.134522370012092
1,9,8,8,2828,0.25,0.924755700325733
1,9,5,7,1789,-0.078,0.301518438177874
1,9,5,7,1789,-0.155,0.883574007220217
1,9,6,7,2154,0.751,0.781569965870307
1,9,6,7,2154,0.591,0.0276717557251908
1,9,10,6,3795,-0.179,0.589123867069486
1,9,10,6,3795,-0.048,1.28195386702849
1,9,3,6,1442,0.046,0.111973723499552
1,9,3,6,1442,-0.102,0.303985171455051
1,9,4,6,1697,-0.318,0.601309049516221
1,9,4,6,1697,0.2,0.910079341757273
1,9,4,6,1697,0.263,0.254976303317536
1,9,7,5,2884,0.258,0.421865536038764
1,9,8,5,3225,-0.166,0.492834162035683
1,9,8,5,3225,-0.122,-0.422727272727273
1,9,1,5,1600,-0.177,0.224871852016938
1,9,2,5,1649,0.146,0.636868064118372
1,9,5,4,2561,0.016,0.0873557187827912
1,9,5,4,2561,0,-0.224920497253541
1,9,6,4,2828,0.281,0.255149093144789
1,9,6,4,2828,-0.006,0.818313953488372
1,9,9,3,4000,0.119,0.168020893789901
1,9,9,3,4000,-0.011,1.16372141372141
1,9,3,3,2530,-0.328,0.0379000561482313
1,9,3,3,2530,-0.138,0.3
1,9,4,3,2683,0.379,0.542322542322542
1,9,4,3,2683,0.178,1.22383883603805
1,9,8,2,3960,0.492,0.995142487046632
1,9,1,2,2800,0.043,0.215220949263502
1,9,1,2,2800,0.099,-0.744354838709677
1,9,2,2,2828,-0.175,1.06772813688213
1,9,2,2,2828,-0.13,0.537236533957845
1,9,4,1,3418,0.457,0.146074074074074
1,9,5,1,3578,0.399,0.0842424242424242
1,9,3,10,894,-0.234,1.54297097324986
1,9,2,10,566,-0.055,0.187007874015748
1,9,9,8,3225,-0.121,0.0719272609189804
1,9,8,7,2912,-0.228,-0.0264304385710137
1,9,8,7,2912,-0.21,0.0622900763358779
1,9,7,7,2530,0.424,0.784879948085659
1,9,7,7,2530,-0.153,0.669215291750503
1,9,2,7,894,0.674,1.30622489959839
1,9,6,6,2332,-0.166,0.0450011598237068
1,9,5,6,2000,0.182,0.556209352740787
1,9,5,6,2000,-0.022,0.0209856915739269
1,9,10,5,3940,0.432,0.151567481402763
1,9,10,5,3940,0.533,-0.129733085040348
1,9,9,5,3578,-0.411,0.0226383454443823
1,9,4,5,2000,0.821,1.59841954022989
1,9,3,5,1789,-0.435,0.611647805685896
1,9,3,5,1789,-0.349,0.116879980680995
1,9,8,4,3441,-0.267,0.846596858638743
1,9,7,4,3124,-0.011,0.307369682444578
1,9,7,4,3124,-0.145,0.577615444821289
1,9,2,4,2040,-0.027,-0.124295377677565
1,9,1,4,2000,-0.137,0.120829120323559
1,9,1,4,2000,-0.353,-0.0195677570093458
1,9,6,3,3124,-0.334,-0.905968468468468
1,9,6,3,3124,-0.165,-0.643939393939394
1,9,5,3,2884,-0.004,0.474685396546678
1,9,5,3,2884,0.484,1.03302635757383
1,9,9,2,4252,-0.246,0.21492489613295
1,9,4,2,3046,0.19,0.311780336581045
6,8,5,8,400,0.439,2.2995983935743
6,8,5,8,400,0.376,3.74119448698315
6,8,10,7,1649,0.735,1.08609271523179
6,8,9,7,1265,0.376,3.7620578778135
6,8,9,7,1265,0.483,1.8350144092219
6,8,4,7,894,0,4.16284779050737
6,8,4,7,894,0.263,1.95201668984701
6,8,4,7,894,-0.113,2.51412020275163
6,8,3,7,1265,0.723,1.5460947503201
6,8,8,6,1131,0.101,0.36215842269111
6,8,8,6,1131,0.139,-0.915347137637028
6,8,8,6,1131,0.345,0.354872881355932
6,8,7,6,894,0.566,3.09408825978351
6,8,2,6,1789,0.53,1.47203274215553
6,8,1,1,3441,-0.136,0.0324623911322249
6,8,1,1,3441,-0.612,2.10223953261928
6,8,6,5,1200,0.371,1.09299279633268
6,8,6,5,1200,0.686,1.05635566687539
6,8,5,5,1265,0.281,1.77114427860696
6,8,10,4,2263,0.046,0.330587589236683
6,8,9,4,2000,0.149,2.10312862108922
6,8,4,4,1789,0.418,-0.0126182965299685
6,8,4,4,1789,0.585,2.63691376701967
6,8,3,4,2000,0.051,0.884167237834133
6,8,3,4,2000,-0.029,1.49478672985782
6,8,8,3,2154,0.278,1.03820918564261
6,8,7,3,2040,-0.322,1.4765625
